store_id,sku_id,avg_daily_demand,demand_std_dev,lead_time_days,safety_stock,reorder_point,recommended_order_qty
ST001,SKU0001,0.27488151658767773,1.0421060910207036,,,,5.7725118483412325
ST001,SKU0002,0.26540284360189575,1.076009914891241,,,,5.573459715639811
ST001,SKU0003,0.5734597156398105,2.4471668501385566,6.0,9.89061166218413,13.331369956022993,12.04265402843602
ST001,SKU0004,0.5829383886255924,2.0762816789808833,2.0,4.8449044210405505,6.010781198291736,12.241706161137442
ST001,SKU0005,0.4881516587677725,2.127731162694107,,,,10.251184834123222
ST001,SKU0006,0.7061611374407583,3.2158698671560875,2.0,7.504079188582519,8.916401463464036,14.829383886255924
ST001,SKU0007,1.0758293838862558,6.4130769414116475,1.0,10.581576953329218,11.657406337215473,22.59241706161137
ST001,SKU0008,0.5118483412322274,2.0198071326442455,5.0,7.452102982551921,10.011344688713057,10.748815165876776
ST001,SKU0009,0.24644549763033174,1.021634624192367,8.0,4.767871486365192,6.739435467407846,5.1753554502369665
ST001,SKU0010,0.36018957345971564,1.1518630714279112,7.0,5.028446331805516,7.5497733460235255,7.563981042654029
ST001,SKU0011,0.5260663507109005,2.0800716964189685,5.0,7.674449823589097,10.3047815771436,11.04739336492891
ST001,SKU0012,0.6872037914691943,2.740659852973339,2.0,6.395199250978475,7.769606833916864,14.431279620853081
ST001,SKU0013,0.5213270142180095,2.0709487455845417,3.0,5.918530937918706,7.482511980572735,10.9478672985782
ST001,SKU0014,0.5639810426540285,2.182054793869399,4.0,7.200780819769016,9.45670499038513,11.843601895734599
ST001,SKU0015,0.981042654028436,8.232318475321785,4.0,27.16665096856189,31.090821584675634,20.601895734597157
ST001,SKU0016,0.5829383886255924,2.3127993532874624,5.0,8.533101344242723,11.447793287370686,12.241706161137442
ST001,SKU0017,0.5165876777251185,2.161009401632181,4.5,7.563918790404892,9.888563340167925,10.848341232227488
ST001,SKU0018,0.22274881516587677,1.0107300654364453,7.0,4.412331653005443,5.97157335916658,4.677725118483412
ST001,SKU0019,0.976303317535545,3.8955906188234324,2.5,10.163124829330155,12.603883123169016,20.502369668246445
ST001,SKU0020,0.5071090047393365,1.8267057735988785,,,,10.649289099526067
ST001,SKU0021,0.6919431279620853,2.834293649569195,2.0,6.6136892562983425,7.997575512222513,14.530805687203792
ST001,SKU0022,0.5545023696682464,1.9199742343866608,4.0,6.3359149734759805,8.553924452148966,11.644549763033174
ST001,SKU0023,0.8199052132701422,3.495000782140566,,,,17.218009478672986
ST001,SKU0024,0.5545023696682464,2.177944884025191,6.0,8.802508528715224,12.129522746724703,11.644549763033174
ST001,SKU0025,0.5402843601895735,1.9053903273887514,5.0,7.029960787924515,9.731382588872382,11.345971563981044
ST001,SKU0026,0.2132701421800948,0.882104743812574,10.0,4.602609206723639,6.735310628524587,4.478672985781991
ST001,SKU0027,0.22274881516587677,1.00600768170693,,,,4.677725118483412
ST001,SKU0028,0.2796208530805687,1.2620889140594063,7.0,5.5096361084370535,7.466982080001035,5.872037914691943
ST001,SKU0029,0.6303317535545023,2.5006340879457807,3.5,7.719125705594363,9.92528684303512,13.236966824644549
ST001,SKU0030,0.23222748815165878,0.9502402029175586,,,,4.876777251184834
ST001,SKU0031,0.5545023696682464,2.267916206091288,,,,11.644549763033174
ST001,SKU0032,0.6208530805687204,2.7444040435953263,,,,13.037914691943127
ST001,SKU0033,0.919431279620853,3.1073111418330455,,,,19.308056872037913
ST001,SKU0034,0.26540284360189575,1.2557248727296422,,,,5.573459715639811
ST001,SKU0035,0.21800947867298578,0.8279969058518294,5.0,3.0549046549629035,4.144952048327832,4.578199052132701
ST001,SKU0036,0.985781990521327,4.005328204833658,2.0,9.346242623901547,11.317806604944202,20.701421800947866
ST001,SKU0037,0.7109004739336493,2.5997847245218053,,,,14.928909952606634
ST001,SKU0038,0.981042654028436,3.4750294076289845,1.0,5.733798522587824,6.71484117661626,20.601895734597157
ST001,SKU0039,0.23222748815165878,1.0365254529770962,6.0,4.189281467581789,5.582646396491741,4.876777251184834
ST001,SKU0040,0.4881516587677725,2.0779114733731574,4.5,7.273061202961073,9.469743667416049,10.251184834123222
ST001,SKU0041,0.27014218009478674,1.0546989995674392,,,,5.672985781990522
ST001,SKU0042,0.5402843601895735,2.082132129445323,,,,11.345971563981044
ST001,SKU0043,0.2938388625592417,1.154250922875395,6.0,4.66508756369914,6.42812073905459,6.170616113744075
ST001,SKU0044,0.8578199052132701,3.480376688121696,,,,18.01421800947867
ST001,SKU0045,0.5213270142180095,2.3367193409279516,6.0,9.444220594654041,12.572182679962099,10.9478672985782
ST001,SKU0046,0.4928909952606635,1.5987187377231487,,,,10.350710900473933
ST001,SKU0047,0.7061611374407583,2.855055658302711,,,,14.829383886255924
ST001,SKU0048,0.95260663507109,3.4925267605415162,,,,20.00473933649289
